Resume,Experience
"KIAN WOODS
EXPERIENCED SOFTWARE ENGINEER
CONTACT
kianwoods@email.com
(123) 456-7890
Pittsburgh, PA
LinkedIn
EDUCATION
Bachelor of Science
Computer Science
Carnegie Mellon University
2013 - 2017
Pittsburgh, PA
SKILLS
PyCharm
Mercurial
Ruby on Rails
Microsoft SQL Server
Google Cloud Platform
PHPUnit
OpenShift
CircleCI
C++
PyTorch
CERTIFICATIONS
Certified Software
Development Associate (IEEE)
WORK EXPERIENCE
Software Engineer
Duolingo
August 2020 - current / Pittsburgh, PA
Optimized machine learning algorithms with a C++ library for a
38% boost to the efficiency of language learning models.
Employed PyTorch to develop and improve the AI-driven
language pronunciation feedback system.
Used PyCharm as the primary IDE to increase development
efficiency for a 27% reduction in bug-fixing time.
Worked with data science team to integrate machine learning
algorithms to improved language model accuracy.
DevOps Engineer
PNC Financial Services
June 2017 - June 2020 / Pittsburgh, PA
Streamlined deployment process by implementing CircleCI,
reducing build times by 34% and increasing deployment
frequency by 61%.
Led a team to migrate the company's database from MySQL to
Microsoft SQL and to decrease query times by 21%.
Developed custom Mercurial hooks to enforce coding standards,
reducing code review time by 13%.
Improved software release pipeline security by automating
vulnerability scanning and patching.
Software Developer Intern
Vanguard
2016 - 2017 / Remote
Assisted in refactoring C++ code, helping to cut maintenance by
14% and improving app performance.
Conducted code reviews under 2 senior developers.
Helped migrate applications to AWS and Azure, which cut
infrastructure costs by 12% and aided application availability.
Built a custom notification system with JavaScript and
WebSocket, increasing user engagement by 23% and improving
real-time communication capabilities.
",9.0
"CONTACT
d.nguyen@email.com
(123) 456-7890
Madison, WI
LinkedIn
EDUCATION
Bachelor of Science
Computer Science
University of Wisconsin
2014 - 2018
Madison, WI
SKILLS
Python
Git
Visual Studio Code
Amazon Web Services
React
Django
MySQL
Trello
Selenium
Docker
WORK EXPERIENCE
Freelance Software Engineer
Raven Software
2023 - current / Madison, WI
Advocated the use of Visual Studio Code to develop and
deploy Python scripts that automated data processing tasks
Built cloud-based storage solutions handling over 12TB of
data storage using AWS Lambda and S3
Implemented React-based user interfaces for internal tools
Managed version control using Git, contributing to 52 pull
requests and stabilizing release cycles
Junior Software Developer
Exact Sciences
2020 - 2023 / Madison, WI
Engineered Django REST APIs for patient data system
integration, handling 1,060+ queries/day
Contributed to knowledge-sharing sessions, helping new
developers integrate into 13 members quickly
Automated testing workflows with Selenium, executing
342 tests across four browsers to ensure app reliability
Collaborated with team members using Trello to manage
sprints, aiding the timely delivery of nine feature updates
IT Support Technician
Epic Systems Corporation
2018 - 2020 / Madison, WI
Administered Docker containers to streamline the
deployment of test environments
Troubleshot and resolved hardware and software issues for
18 employees, trimming downtime by 18%
Conducted regular database management tasks in MySQL,
optimizing performance for over 43 critical healthcare apps
Maintained detailed incident logs to track recurring issues
and ensure quicker resolution in future cases
Freelance Software Engineer
DAVID NGUYEN
",6.0
"XAVIER RIVERA
Front End Software Engineer
x.rivera@email.com
(123) 456-7890
San Francisco, CA
LinkedIn
WORK EXPERIENCE
Front End Software Engineer
Asana
2021 - current
San Francisco, CA
Created responsive web designs using HTML5, reducing Asana’s
main website load time by 1.2 seconds.
Optimized front-end build processes with Webpack, achieving a 2-
week decrease in build time, leading to faster deployment cycles.
Automated front-end testing with the help of Jest, growing average
unit test coverage from 89% to 95%.
Collaborated on the migration of legacy code to modern JavaScript
frameworks, transitioning 172K+ lines of code to React.js.
IT Support Specialist
Slack
2018 - 2021
San Francisco, CA
Assisted in redesigning Slack’s landing pages on Bootstrap,
increasing mobile user engagement rates by 26% within two
months.
Developed a custom Gulp plugin to automate digital asset
optimization, directly improving the main website’s annual SEO
rankings.
Integrated Sass functions into the development workflow, enabling
concise styling features that helped developers use variables and
complete front-end code 2 days quicker. 
Conducted A/B testing on multiple front-end designs, which helped
the team find an 8% rise in positive feedback for the tested
features as per feedback emails.
Technical Support Specialist
Dropbox
2017 - 2018
San Francisco, CA
Maintained 39 batch scripts using Git to automate routine backup
and sync tasks, allowing senior engineers to complete 4 more
tasks every day. 
Authored a detailed npm package guideline document, cutting
down compatibility issues across 2 development environments.
Used automated error tracking and resolution processes, lowering
annual reported downtime incidents by 11%.
Held 14 tech talks on the effective use of Visual Studio Code,
helping interns learn how to enhance their overall code quality.
EDUCATION
Bachelor of Science
Computer Science
Stanford University
2013 - 2017
Stanford, CA
SKILLS
HTML5
React.js
Git
Sass
Webpack
npm (Node Package Manager)
Visual Studio Code
Jest
Gulp
Bootstrap
",8.0
"Zixin Kuàng
Full Stack Software Engineer
zixin.k@email.com
(123) 456-7890
Providence, RI
LinkedIn
Work Experience
Tokio Marine HCC - Full Stack Software Engineer
2020 - current
Warwick, RI
Managed a team of 7 junior engineers using Agile methods to deliver software solutions
Coded advanced-level programs and design enhancements for 3 existing applications
Developed automation solutions using Python and Java to increase process efficiency by ~43%
Devised functionality for 30+ products based on internal, customer/vendor, and industry input
Worked with 15+ stakeholders to ensure source control systems met all needs, including CI/CD
Availity - Full Stack Java Software Engineer
2018 - 2020
Providence, RI
Built and maintained 100% of backend REST Services using Java
Directed 200+ client focus groups, interviews, and usage analysis sessions
Collaborated with 2 designers and 6 other developers in an Agile team to rapid prototype
Translated 40+ wireframes/sketches into working prototypes to refine user interface behaviors
Designed, coded, maintained, tested, implemented, and validated 300+ web applications
Fidelity Investments - Full Stack Software Engineer
2014 - 2018
Smithfield, RI
Analyzed 12 existing applications to formulate logic for new applications, procedures, &
flowcharting, coding and debugging programs
Analyzed and utilized application and programming documents to develop of clean, scalable, and
reusable code for 30+ projects
Developed 20+ application implementation plans throughout the production life cycle to create
appropriate deliverables, increasing productivity by ~23%
Recommended changes in development, maintenance and system standards, leading to the adoption
of lean principles that increased team effectiveness and efficiency by73%
Education
University of Rhode Island - Bachelor's of Science, Computer Science
2010 - 2014
Kingston, RI
Skills
HTML; CSS; Java; JavaScript; React; Redux; Angular; Node; Jest; MongoDB
",11.0
"CONTACT
l.whitman@email.com
(123) 456-7890
Savannah, GA
LinkedIn
EDUCATION
Bachelor of Fine Arts
Interactive Design and
Game Development
Savannah College of Art
and Design
2013 - 2017
Savannah, GA
SKILLS
Unity
Unreal Engine
C++
C#
Visual Studio
Git
Blender
Autodesk Maya
Perforce
JIRA
WORK EXPERIENCE
Game Programmer
Hatchling Games
2022 - current / Savannah, GA
Utilized Jira to ensure timely delivery of new features and
bug fixes, boosting sprint velocity by 26% in three months
Refined in-game lighting systems in Unreal Engine,
maintaining a 63 FPS frame rate on target platforms
Oversaw version control for 8 developers using Perforce,
smoothening the integration of 102GB of assets
Wrote C++ code to streamline input handling, slashing input
lag for over 502,832 participants during multiplayer sessions
Game Developer
LunarEx Games
2019 - 2022 / Savannah, GA
Tested new animations in Autodesk Maya, ensuring 18
character models were ready for integration within 6 weeks
Built multiplayer features in C# using Unity’s networking
system, supporting up to 96 players per session
Prototyped 32 game objects (weapons, tools) using
Blender, increasing asset production output by 44%
Implemented VR integration using Unreal Engine, building
a game version that gained an 8.8/10 rating for immersion
Junior Game Developer
GamesThatWork
2017 - 2019 / Savannah, GA
Managed assets and 14 code repositories with Perforce
Optimized in-game systems with Visual Studio, identifying
and fixing over 36 bugs and improving game performance
Assisted in optimizing 3D models in Blender, trimming
polygon count by 9K per model and boosting performance
Committed weekly changes to Git and managed code
updates for 3 in-progress game features
Game Programmer
LYRA WHITMAN
",8.0
"KEVIN SON
Java Programmer
k.son@email.com
(123) 456-7890
Orlando, FL
LinkedIn
Github
EDUCATION
B.S.
Computer Science
University of Florida
2015 - 2019
Gainesville, FL
GPA: 3.9
CERTIFICATIONS
OCAJP
WORK EXPERIENCE
Java Developer
Citi
January 2020 - current
Remote
Consulted with 400+ users, clients, and other technology
groups on issues and recommended programming
solutions
Analyzed 30+ applications to identify vulnerabilities and
security issues
Conducted unit testing and debugging on 40+ applications
Resolved 200+ issues by identifying and self-selecting
solutions
Served as an advisor and mentor to 25+ new/junior-level
developers
Applied fundamental knowledge of programming
languages and industry best practices for 30+ design
specifications
Junior Java Developer
IT IDEOLOGY
June 2019 - January 2020
Washington DC
Participated as a member of a project team to develop 10+
innovative, high-quality software solutions in an Agile
development environment
Developed, modified, and designed 6 new pieces of software
based on requirements/design specifications
Assisted in the development of 5 new business and user
needs and processes
Worked with 10+ project teams/sponsors in identifying best
solutions
Promoted top code quality and solved 100+ meaningful
issues related to performance tuning and scalability
Built 7 enhancements within existing applications to
optimize efficiency
Supported implementation of 8 software application
changes with aggressive deployment timelines
SKILLS
Java
SQL
SOAP
Springboot
Oracle
C++
Angular
MongoDB
Docker
OpenShift
",5.8
"YVONNE GREEN
Java Software Engineer
y.green@email.com
(123) 456-7890
Boston, MA
LinkedIn
EDUCATION
Bachelor of Science
Computer Science and
Engineering
Massachusetts Institute of
Technology
2013 - 2017
Cambridge, MA
SKILLS
Java
Git
Visual Studio Code
MySQL
AWS
Docker
Jenkins
React
JUnit
Jira
WORK EXPERIENCE
Java Software Engineer
DraftKings
2022 - current
Boston, MA
Optimized existing Java-based landing pages, lowering
load time by 46 ms while supporting 38K+ real-time users
simultaneously.
Executed JUnit tests for new website functionalities,
achieving an 83% pass rate on the first deployment.    
Enhanced the main server’s security using AWS security
tools, resulting in a 12% decrease in potential security
breaches.
Developed 2 REST APIs, successfully integrating with front-
end systems and enabling seamless data flow across the
company’s app and website.
Full-Stack Developer
Akamai Technologies
2019 - 2022
Cambridge, MA
Worked with 4 colleagues to optimize cloud-based
applications for 8 clients with the help of Docker, improving
their system’s response rate by 27%.
Automated build and test sequences on Jenkins, reducing
time spent on weekly manual tasks by 5.6 hours.
Refined code quality across all projects by implementing
and enforcing 2 style guides in Visual Studio Code.
Created an error logging and alerting system using React,
slashing downtime instances by 17% with quick critical
failure identification.
Junior Software Developer
HubSpot
2017 - 2019
Cambridge, MA
Assisted senior developers to maintain 6 MySQL databases,
optimizing query performance by up to 22% which boosted
the responsiveness of client-facing applications.
Contributed to fixing 11 bugs every month in HubSpot's SaaS
platform, supporting high system stability.
Managed 75+ weekly tickets in Jira, achieving an average
resolution time of less than 19 hours, meeting all the team's
service level agreement (SLA) conditions.
Regularly helped in code merges and deployment on Git,
securing a deployment success rate of 92% throughout
tenure.
",8.0
"Finnian Drake
Junior Programmer
f.drake@email.com
(123) 456-7890
Boulder, CO
LinkedIn
WORK EXPERIENCE
Junior Programmer
Sierra Space
Boulder, CO | 2023 - current
Spearheaded the integration of Visual Studio for the
development of three new aerospace applications
Streamlined database management using SQL Server,
accelerating data retrieval by 48% for simulation results
Upgraded deployment pipelines by integrating Docker,
expediting deployment from 58 to 24 minutes per environment
Managed project timelines among 14 team members using JIRA,
launching a major feature update within four weeks
Computer Science Intern
Cloudflare
Boulder, CO | 2022 - 2023
Supported the integration of Git version control into cloud
infrastructure development, smoothening collaboration among
a 9-person development team
Overhauled database optimization with SQL Server, cutting data
retrieval time by 4.8s per query for 8,804 concurrent users
Edited 70+ lightweight scripts and configuration files with
Sublime Text, speeding up deployment by 28 minutes/update
Assisted in developing Java microservices in IntelliJ IDEA for
three projects, facilitating a 27% boost in system scalability
Technicial Support Representative
Gusto
Boulder, CO | 2021 - 2022
Processed and corrected financial data discrepancies using
MySQL, reducing client billing errors by $3,084 per month
Organized support workflows using JIRA, maintaining a
customer rating of 9.4/10 points for system reliability
Coordinated with development teams via GitHub, tracking 62
bug fixes from initial report to deployment and ensuring timely
resolution of critical software issues
Built custom scripts in Eclipse automating error log generation,
cutting troubleshooting time by 14 hours per month
SKILLS
Visual Studio
Eclipse
Git
GitHub
IntelliJ IDEA
Sublime Text
JIRA
SQL Server
Docker
MySQL
EDUCATION
Bachelor of Science
Computer Science
University of Colorado
Boulder
2019 - 2023
Boulder, CO
",4.0
"ARIA FISCHER
Junior Software Engineer
a.fischer@email.com
(123) 456-7890
Southfield, MI
linkedin.com
WORK EXPERIENCE
IT Support Technician
Blue Cross Blue Shield of Michigan
August 2020 - current
Detroit, MI
Implemented Azure DevOps and Azure Storage cloud solutions,
increasing infrastructure efficiency by 13%.
Migrated 54% of the organization's code repositories to Subversion
(SVN) to streamline version control.
Resolved 20+ instances of software license non-compliance, saving
around $54,000 in potential fines and penalties.
Automated 8 routine IT tasks using Selenium to free 11 hours of
staff time on average per week.
Technical Support Representative
Comcast
December 2017 - June 2020
Ann Arbor, MI
Achieved a monthly customer satisfaction rating of 98%, ranking
within the top 3% of Technical Support Representatives at Comcast.
Upsold Comcast services to Xfinity Internet customers, generating
$21,000+ in additional annual revenue.
Contacted customers with scheduled maintenance updates,
reducing incoming calls by 65% on average.
Handled 50+ support calls per day, addressing customer concerns
related to product features and technical issues.
PROJECTS
Developer
StudySpot
2015 - 2017
Used React to create a seamless user interface on Android and iOS
apps, doubling monthly downloads in 7 months.
Implemented a code repository management system using
Subversion, boosting code collaboration efficiency by 34%.
Enforced secure data transfer protocols and encryption
mechanisms and ensured user data remained protected.
Introduced an analytics and reporting framework with Microsoft
Azure, providing insights into user behavior and patterns.
CAREER
OBJECTIVE
A seasoned IT professional passionate
about software development, seeking a
junior software engineer role at Bosch.
Eager to apply my experience with
Eclipse and C++ to create high-quality
software products that contribute to the
company's engineering efforts. 
EDUCATION
Bachelor of Science
Computer Science and Engineering
University of Michigan
2013 - 2017
Ann Arbor, MI
SKILLS
Eclipse
Subversion (SVN)
C++
React
PostgreSQL
Microsoft Azure
Selenium
CERTIFICATIONS
Certified Software Development
Professional (CSDP)
",7.2
"LEANDER HARTMAN
Lead Software Engineer
l.hartman@email.com
(123) 456-7890
Philadelphia, PA
LinkedIn
WORK EXPERIENCE
Lead Software Engineer
Comcast
2020 - current
Philadelphia, PA
Led a team of 9 engineers to adopt Bitbucket for version control,
lowering merge conflicts by 39%.
Supervised two major version control migrations for a team of 78,
making code collaboration 41% easier on average according to
feedback. 
Held 4 internal workshops on cloud technologies and current
regulatory practices, enhancing team knowledge.
Integrated CircleCI for continuous integration/continuous
deployment (CI/CD), which allowed the team to quicken release
cycles by 27 hours.
Software Engineer
Appian
2018 - 2020
Philadelphia, PA
Assisted in porting multiple applications to a cloud environment,
reducing operational costs by $12,436 and maintaining a 98.9%
uptime.
Automated repetitive tasks using Python scripts, saving 209
manual work hours annually.
Ran weekly performance testing sessions on critical software
components, fixing major bugs that improved system throughput
by 61%.
Developed and deployed 17 serverless functions with Google
Cloud Functions, resulting in 23-minute improvement in response
times.
Technical Support Engineer
UPMC
2016 - 2018
Pittsburgh, PA
Organized a hospital-wide training program on Zoom, remotely
teaching 54 staff members about the use of a new system. 
Conducted performance testing using Apache JMeter to identify
key bottlenecks that were making the patient record system slower
by 31%.
Used Wireshark for network analysis, successfully resolving 91% of
network issues within the first 21 hours of reporting.
Worked with the clinical team to visualize 112 patient flow
processes using draw.io.
EDUCATION
Master of Science
Software Engineering
Carnegie Mellon University
2018 - 2020
Pittsburgh, PA
Bachelor of Science
Computer Science
Carnegie Mellon University
2011 - 2015
Pittsburgh, PA
SKILLS
draw.io
Microsoft Project
Bitbucket
Oracle Enterprise Manager
Istio
CircleCI
Apache JMeter
Wireshark
Google Cloud Functions
Zoom
",9.0
"ADIRA PATEL
SOFTWARE ENGINEER
CONTACT
a.patel@email.com
(123) 456-7890
Seattle, WA
LinkedIn
Github
EDUCATION
Bachelor of Science
Computer Science
University of
Washington
2014 - 2017
Seattle, WA
SKILLS
React Native
CERTIFICATIONS
AWS Certified Developer
WORK EXPERIENCE
Software Engineer
F5 Networks
2021 - current / Seattle, WA
Spearheaded Java coding workshop for 21+ developers,
improving awareness and reducing code-related threats by
37%
Led PCI DSS compliance audit and found no non-
compliance instance
Bolstered fraud prevention with Memcyco and achieved a
24% decrease in false positives 
Automated repeatable testing on JUnit that expedited
applications testing by 47% rate
Junior Software Developer
Zulily 
2018 - 2021 / Seattle, WA
Tracked and fixed 61+ web application bugs using Jira, which
resulted in a 97% reduction in crashes
Enhanced web load time by 33% through MySQL-optimized
database storage 
Implemented React Native UI enhancements that resulted
in a 41% increase in average session duration
Collaborated with a 7-member cross-functional team to
build software core features to improve system performance
to 114% 
Software Developer Intern
ExtraHop Networks
2017 - 2018 / Seattle, WA
Created HTML/CSS web pages and reduced workload for the
core DevOps by 17% 
Decreased the frequency of code breakages to 7% by
developing a Git-backed tool for code management
Participated in rolling out Linux-encrypted web and
database servers that enhanced overall system performance
by 62%
Integrated UI upgrades into new cross-device access
applications, achieving a 34% upsurge in positive user
reviews  
",8.0
"FALLON
WINSLOW
Software Engineer
Intern
f.winslow@email.com
(123) 456-7890
Seattle, WA
LinkedIn
EDUCATION
Bachelor of Science
Computer Science
University of Washington
2019 - 2023
Seattle, WA
SKILLS
Visual Studio Code
Git
Python
Django
MySQL
OpenShift
IBM Cloud
Jenkins
WORK EXPERIENCE
Software Engineer Intern
F5 Networks
2023 - current
Seattle, WA
Implemented a new authentication module in Python,
improving system security compliance and saving an
estimated $2,046 on potential breach risks
Upgraded the Jenkins pipeline for continuous integration,
speeding up code deployment times by three hours
Developed a MySQL database schema design, improving
data integrity and access speed by 39%
Designed a user-friendly interface for our internal tool using
Django, which increased user adoption by an extra 329 users
within the first week alone
PROJECTS
CodeIt
Team Member
2022
Supervised the integration of user feedback into project
iterations, enhancing usability scores by 2 points on a scale
of 0 to 10
Created a dynamic and responsive web UI with Visual Studio
Code, resulting in a significant increase of 158 new users
within the first day of launch alone
Formulated strategies for database optimization in MySQL,
which reduced query response times from an average of 12
seconds to 4.8 seconds
Expanded the application’s functionality by incorporating
Python scripts for data analysis, increasing data processing
capacities by 2.7 GB per day
CyberGuard Workshop
Workshop Attendee
2021
Engaged in a session focused on ethical hacking, learning to
use Git for version control to manage and maintain security
scripts and tools
Built a basic threat simulation model, which augmented my
ability to set up secure environments for applications
deployed using Jenkins pipelines
Introduced to the principles of secure coding practices,
employing Visual Studio Code for scanning and fixing over
19 vulnerabilities in the codebase
Acquired knowledge on building a basic threat simulation
model, introducing me to the secure setup of CI/CD
pipelines using Jenkins
",2.1
"Piyush Kumar Patel
+91-9343897710
Roll No.:0206CD231090
piyushpatel281205@gmail.com
B.tech
Computer Science Enginnering With Data Science
Github | Website
Gyan Ganga Institute Of Technology And Science,Jabalpur
linkedin.com/in/linkedinuser
Education
Degree/Certificate
Institute/Board
CGPA/Percentage
Year
B.Tech(CSD)
Gyan Ganga Institute Of Teechnology and Science,Jabalpur
5.7 (Current)
2023-2027
Senior Secondary
MP Board
76.2%
2022
Secondary
MP Board
74.5%
2020
Projects
• Cafe Menu
Dec. 2023
Designed and developed an interactivecafe menu website with dynamic features for enhanced user experience.
– Tools & technologies used: Javascript/HTML/CSS
• Electric Vehicle)
march 2023
Developed and innovative e-vechile,integrating real time data and interactive features for enhanced user experience .
– Tools & technologies used: HTML/CSS/JS/VSCode
Key Courses Taken
• Data Structure,Algorithms,FrontEnd
Technical Skills
• Programming:
JavaScript/java
• Tools & OS:
Windows
• Familier to: VSCode
• Web Skills: HTML/CSS/JS,
Achievements
•
Leetcode Successfully solved over 50 algorithimic problems on Leetcode
• Winner Top 5 Participated in a collegiate webathon competition where my team secured a position in a top .2024
",0.0
"Gaia Park
Principal Software Engineer
gaia.park@email.com
(123) 456-7890
Redmond, WA
LinkedIn
WORK EXPERIENCE
Microsoft - Principal Software Engineer
October 2020 - current
Redmond, WA
Led the migration of legacy Java applications to Python, improving code maintainability by 12% and
reducing bug rates by 16%
Built custom Eclipse plugin that streamlined software development process, reducing build times by 24%
Architected and deployed solutions on Red Hat OpenShift, cutting time-to-market of mobile apps in half
Spearheaded a new product launch, contributing $800K to annual revenue and a 5% rise in market share
3D Robotics - Software Tester
August 2017 - August 2020
Berkeley, CA
Developed Python scripts to automate functional and regression testing, increasing test coverage and
reducing manual effort by 37%
Tested C++ applications, identifying bottlenecks and optimizing code to improve processing speed by 28%
Designed custom test automation frameworks using Java to enable faster feedback for developers
Created detailed test reports with actionable feedback, reducing post-release defects by 12%
Aduro Biotech - Junior Software Developer
June 2014 - July 2017
Berkeley, CA
Used Eclipse IDE to write, debug, and maintain code, improving productivity by 21% and code quality by 7%
Designed unit tests for the development team for a 15% drop in production defects
Supported the development of RESTful APIs, contributing to a 29% increase in third-party integrations
Supported database operations for both SQL and NoSQL systems, improving query performance by 16%
EDUCATION
University of California, Berkeley - M.S., Computer Science
2014 - 2016
Berkeley, CA
University of California, Berkeley - B.S., Electrical Engineering
2010 - 2014
Berkeley, CA
SKILLS
Java; Python; JavaScript; C++; Oracle Cloud Infrastructure; Oracle Database; MongoDB; Red Hat OpenShift
HOBBIES
Coding challenges and hackathons
",10.1
"Ava Rodriguez
Programmer Analyst
a.rodriguez@email.com
(123) 456-7890
Pittsburgh, PA
LinkedIn
Work Experience
Highmark Health - Programmer Analyst
2018 - current
Pittsburgh, PA
Proactively identified and fixed 23+ bugs in existing websites monthly to make them more
user-friendly, improving reliability by 94%, according to visitor surveys. 
Used Eclipse to build and maintain 7+ scalable and robust applications to allow patrons to
understand the organization’s health and wellness objectives better. 
Efficiently developed 4 software products in two years using Eclipse IDE that generated
$1.1M revenue.
Directly communicated with stakeholders in meetings to translate 32 health and wellness
business requirements into technical specifications and improve annual profit.
UPMC - Project Manager
2015 - 2018
Pittsburgh, PA
Optimized patient data storage, improving the overall system speed by 33% using
Microsoft SQL Server. 
Implemented a hospital-wide risk management system, reducing patient safety incidents
by an average of 39% each month. 
Managed a $2.4M project budget for hospital outreach and promotions, ensuring all
monthly expenses remained within 3.7% of the overall budget. 
Led a team to develop an electronic health record system across multiple departments,
making data readily accessible and reducing paper use by 87%. 
Duolingo - Software Developer
2012 - 2015
Pittsburgh, PA
Assisted in the launch of Duolingo’s new language course, which acquired 137K users in
the first month.
Led a project to refactor legacy Oracle database schema, improving query performance
by 31%.
Developed 8 new features in Duolingo’s mobile app, improving the overall interface and
user experience for 3.9M active users. 
Education
Carnegie Mellon University - Bachelor of Science, Computer Science
2008 - 2012
Pittsburgh, PA
Skills
Oracle Database; Microsoft SQL Server; Java; Python; Eclipse; Visual Studio; R; Git
",17.0
"KATHY JAMES
Programmer
k.james@email.com
(123) 456-7890
Tulsa, Oklahoma
LinkedIn
Github
www.kjcodes.com
WORK EXPERIENCE
Programmer
Perficient
September 2018 - current
Tulsa, OK
Designed and coded 1,000+ unit and integration testing using
Jest and Perficient methodology
Troubleshooted 2,000+ code-related issues and defects
Produced detailed design documentation, unit test plans, and
documented code for 50+ clients
Practiced strong configuration management and version
control for 20+ projects across 7 teams
Represented Perficient in 50+ client meetings
Attended 100+ weekly stand-up meetings to receive tasks and
instruction for weekly goals
Software Engineering Intern
TIBCO
June 2018 - September 2018
Tuscaloosa, AL
Delivered 8 front-end applications written in Angular.js
Developed 3 Eclipse-based applications written in Java
Contributed to 6 VSCode extensions
Developed and executed 200+ unit tests using Jest
Collaborated with 30+ colleagues in local and remote locations
Mastered and taught engineering group's best practices and
coding standards
PROJECTS
Social Media Scheduler
Creator
Built a responsive web app using Django and Node that
allowed users to schedule social media posts across Instagram,
Twitter, and Facebook
Utilized the Twitter and Instagram API's
Built features using scikit-learn in Python that learned what
time of day maximized engagement with social media posts
and increased the overall user engagement rate by 15%
CAREER
OBJECTIVE
Graduate of computer science with
experience working across the full-
stack of software development. I have
built 30+ projects on 7 small teams
and am looking for a role with Cisco
where I can grow and continue to
learn from other experienced team
members.
EDUCATION
B.S.
Computer Science
University of Alabama
2014 - 2018
Tuscaloosa, AL
SKILLS
JavaScript
HTML/ CSS
Django
SQL
REST APIs
Angular.js
React.js
Jest
Eclipse
Java
",6.6
"GIULIA
GONZALEZ
Python Developer
ggonzalez@email.com
(123) 456-7890
Detroit, MI
LinkedIn
Github
EDUCATION
M.S.
Computer Science
University of Chicago
2014 - 2016
Chicago, IL
B.S.
Computer Science
University of Pittsburgh
2010 - 2014
Pittsburgh, PA
SKILLS
HTML/ CSS
SQL (PostgreSQL, Oracle)
JavaScript (Angular)
Python (Django)
REST APIs (GraphQL)
AWS (Redshift, S3)
Git
WORK EXPERIENCE
Python Developer
DoorDash
September 2017 - current
Detroit, MI
· Worked on building new Angular components for the customer-
facing web app, which improved the time on page for the
average user by 2 minutes
· Collaborated with an agile team of 6, and helped prioritize and
scope feature requests to ensure that the biggest impact
features were worked on first
· Built extensive test coverage for all new features, which reduced
the number of customer complaints by 23%
· Acquired and ingested data to build and maintain data pipelines
that led to discovering an opportunity for a new site feature,
boosting revenue by 6%
· Communicated with internal teams and stakeholders, working
to determine solutions for the user experience
Python Developer Intern
Knewton
April 2016 - April 2017
Chicago, IL
· Worked alongside another developer to implement RESTful APIs
in Django that enabled internal analytics team to increase
reporting speed by 24%
· Using Selenium, built out a unit testing infrastructure for a client
web application that reduced the number of bugs reported by
the client by 11% month over month
· Provided project updates to leadership team of 3, and offered
recommendations for design
· Diagnosed issues causing slow speeds in applications, and
documented the process to making the database query system
more robust
· Participated in writing scalable code with a team of 4 interns
and 1 developer for applications for a math course
PROJECTS
Cryptocurrency Price Tracker
Creator
· Incorporated API calls to several applications, and stored data
efficiently in PostgreSQL backend
· Utilized D3.js to allow users to dynamically visualize price
movements over time periods of their choosing
",8.6
"Tyler
Fennel
Python
Programmer
Python developer with extensive experience working with Big
Data. I am looking to continue developing my skills by
collaborating with a Tetra Tech team of solution builders. I am
equally comfortable working solo as I am in a group setting.
t.fennel@email.com
(123) 456-7890
Los Angeles, CA
LinkedIn
Github
Work Experience
Qualitative Solutions
Python Developer
March 2020 - current | Los Angeles, CA
Designed and developed a next-generation real-time data
streaming platform with 10,000 monthly users
Worked with external systems on transaction enrichment and data
normalization on 50+ projects for 80+ clients
Crafted 4 new tools to assist in the analysis of Big Data
Collaborated with 20+ business users and the core technology
team on requirements gathering and system design
Developed expertise in 5+ new technologies such as Kafka
messaging, C++ components, data warehouse integration, SQL, and
Linux
Facilitated data integration on 20+ traditional environments by
assessing client's enterprise IT environments
Neuberger Berman
Python Developer
June 2018 - March 2020 | Chicago, IL
Developed using best practices for Python and R
Provided solution architecture and design review with 3+ business
and technology teams, including new tool selections
Worked with the information security team in reviewing 1,000+
Python and R user environments, and open-source tool reviews
Received coaching, and mentoring from 4 senior developers
Skills
Python; Hadoop; SQL; Linux; Kafka; C++; C#; Java; R; MongoDB; AWS
Education
B.S., Computer Science
University of Chicago
September 2014 - June 2018
|
Chicago, IL
",6.6
